date,store_code,sku,category,on_hand_units,reorder_point,unit_cost_php
2026-04-16,CDO-02,Soft Drinks 1.5L,Beverage,32,55,42.91
2026-04-16,CDO-02,Instant Coffee 3-in-1,Beverage,64,70,158.38
2026-04-16,CDO-02,Cup Noodles,Dry Goods,62,65,207.47
2026-04-16,CDO-02,Sandwich Bread,Bakery,60,30,187.34
2026-04-16,CDO-03,Bread Loaf 300g,Bakery,31,40,142.63
2026-04-16,CDO-03,Fresh Milk 1L,Dairy,47,35,34.54
2026-04-16,CDO-03,Instant Noodles,Dry Goods,53,60,121.1
2026-04-16,CDO-03,Bottled Water 500ml,Beverage,63,50,43.75
2026-04-16,CDO-03,Canned Goods Mix,Dry Goods,94,45,40.69
2026-04-16,CDO-03,Rice 5kg,Dry Goods,39,25,160.77
2026-04-16,CDO-03,Egg Tray,Dairy,29,20,186.62
2026-04-16,CDO-03,Coffee Sachets,Beverage,110,80,182.95
2026-04-16,CDO-03,Soft Drinks 1.5L,Beverage,19,55,17.64
2026-04-16,CDO-03,Instant Coffee 3-in-1,Beverage,106,70,130.28
2026-04-16,CDO-03,Cup Noodles,Dry Goods,100,65,170.6
2026-04-16,CDO-03,Sandwich Bread,Bakery,33,30,143.47
2026-04-16,CDO-04,Bread Loaf 300g,Bakery,50,40,140.96
2026-04-16,CDO-04,Fresh Milk 1L,Dairy,30,35,210.81
2026-04-16,CDO-04,Instant Noodles,Dry Goods,73,60,178.59
2026-04-16,CDO-04,Bottled Water 500ml,Beverage,80,50,71.06
2026-04-16,CDO-04,Canned Goods Mix,Dry Goods,20,45,20.7
2026-04-16,CDO-04,Rice 5kg,Dry Goods,28,25,110.66
2026-04-16,CDO-04,Egg Tray,Dairy,14,20,136.61
2026-04-16,CDO-04,Coffee Sachets,Beverage,72,80,160.29
2026-04-16,CDO-04,Soft Drinks 1.5L,Beverage,93,55,190.48
2026-04-16,CDO-04,Instant Coffee 3-in-1,Beverage,151,70,35.72
2026-04-16,CDO-04,Cup Noodles,Dry Goods,65,65,127.07
2026-04-16,CDO-04,Sandwich Bread,Bakery,27,30,106.89
2026-04-16,CDO-05,Bread Loaf 300g,Bakery,32,40,60.56
2026-04-16,CDO-05,Fresh Milk 1L,Dairy,17,35,69.52
2026-04-16,CDO-05,Instant Noodles,Dry Goods,62,60,138.46
2026-04-16,CDO-05,Bottled Water 500ml,Beverage,39,50,191.45
2026-04-16,CDO-05,Canned Goods Mix,Dry Goods,27,45,77.42
2026-04-16,CDO-05,Rice 5kg,Dry Goods,35,25,74.3
2026-04-16,CDO-05,Egg Tray,Dairy,35,20,113.63
2026-04-16,CDO-05,Coffee Sachets,Beverage,102,80,113.74
2026-04-16,CDO-05,Soft Drinks 1.5L,Beverage,49,55,12.91
2026-04-16,CDO-05,Instant Coffee 3-in-1,Beverage,147,70,115.15
2026-04-16,CDO-05,Cup Noodles,Dry Goods,139,65,53.61
2026-04-16,CDO-05,Sandwich Bread,Bakery,29,30,18.71
2026-04-16,CDO-06,Bread Loaf 300g,Bakery,50,40,195.06
2026-04-16,CDO-06,Fresh Milk 1L,Dairy,54,35,107.76
2026-04-16,CDO-06,Instant Noodles,Dry Goods,79,60,187.6
2026-04-16,CDO-06,Bottled Water 500ml,Beverage,56,50,195.08
2026-04-16,CDO-06,Canned Goods Mix,Dry Goods,76,45,169.94
2026-04-16,CDO-06,Rice 5kg,Dry Goods,25,25,92.92
2026-04-16,CDO-06,Egg Tray,Dairy,28,20,49.27
2026-04-16,CDO-06,Coffee Sachets,Beverage,108,80,23.59
2026-04-16,CDO-06,Soft Drinks 1.5L,Beverage,69,55,170.05
2026-04-16,CDO-06,Instant Coffee 3-in-1,Beverage,58,70,217.69
2026-04-16,CDO-06,Cup Noodles,Dry Goods,104,65,33.19
2026-04-16,CDO-06,Sandwich Bread,Bakery,65,30,91.51
2026-04-19,CDO-01,Bread Loaf 300g,Bakery,72,40,79.89
2026-04-19,CDO-01,Fresh Milk 1L,Dairy,73,35,168.05
2026-04-19,CDO-01,Instant Noodles,Dry Goods,41,60,115.93
2026-04-19,CDO-01,Bottled Water 500ml,Beverage,63,50,17.6
2026-04-19,CDO-01,Canned Goods Mix,Dry Goods,25,45,78.6
2026-04-19,CDO-01,Rice 5kg,Dry Goods,30,25,104.88
2026-04-19,CDO-01,Egg Tray,Dairy,29,20,117.29
2026-04-19,CDO-01,Coffee Sachets,Beverage,74,80,137.97
2026-04-19,CDO-01,Soft Drinks 1.5L,Beverage,33,55,218.01
2026-04-19,CDO-01,Instant Coffee 3-in-1,Beverage,119,70,71.44
2026-04-19,CDO-01,Cup Noodles,Dry Goods,61,65,183.6
2026-04-19,CDO-01,Sandwich Bread,Bakery,39,30,158.25
2026-04-19,CDO-02,Bread Loaf 300g,Bakery,35,40,180.94
2026-04-19,CDO-02,Fresh Milk 1L,Dairy,35,35,150.85
2026-04-19,CDO-02,Instant Noodles,Dry Goods,130,60,131.74
2026-04-19,CDO-02,Bottled Water 500ml,Beverage,91,50,161.77
2026-04-19,CDO-02,Canned Goods Mix,Dry Goods,72,45,13.65
2026-04-19,CDO-02,Rice 5kg,Dry Goods,30,25,213.02
2026-04-19,CDO-02,Egg Tray,Dairy,36,20,172.55
2026-04-19,CDO-02,Coffee Sachets,Beverage,112,80,160.94
2026-04-19,CDO-02,Soft Drinks 1.5L,Beverage,77,55,44.15
2026-04-19,CDO-02,Instant Coffee 3-in-1,Beverage,105,70,139.38
2026-04-19,CDO-02,Cup Noodles,Dry Goods,123,65,39.33
2026-04-19,CDO-02,Sandwich Bread,Bakery,48,30,14.69
2026-04-19,CDO-03,Bread Loaf 300g,Bakery,84,40,31.3
2026-04-19,CDO-03,Fresh Milk 1L,Dairy,12,35,74.5
2026-04-19,CDO-03,Instant Noodles,Dry Goods,35,60,154.39
2026-04-19,CDO-03,Bottled Water 500ml,Beverage,54,50,172.29
2026-04-19,CDO-03,Canned Goods Mix,Dry Goods,92,45,193.04
2026-04-19,CDO-03,Rice 5kg,Dry Goods,42,25,21.2
2026-04-19,CDO-03,Egg Tray,Dairy,11,20,51.96
2026-04-19,CDO-03,Coffee Sachets,Beverage,73,80,148.39
2026-04-19,CDO-03,Soft Drinks 1.5L,Beverage,71,55,74.52
2026-04-19,CDO-03,Instant Coffee 3-in-1,Beverage,44,70,201.37
2026-04-19,CDO-03,Cup Noodles,Dry Goods,62,65,83.11
2026-04-19,CDO-03,Sandwich Bread,Bakery,53,30,160.84
2026-04-19,CDO-04,Bread Loaf 300g,Bakery,61,40,154.98
2026-04-19,CDO-04,Fresh Milk 1L,Dairy,51,35,48.76
2026-04-19,CDO-04,Instant Noodles,Dry Goods,46,60,126.31
2026-04-19,CDO-04,Bottled Water 500ml,Beverage,36,50,214.26
2026-04-19,CDO-04,Canned Goods Mix,Dry Goods,39,45,69.27
2026-04-19,CDO-04,Rice 5kg,Dry Goods,17,25,157.46
2026-04-19,CDO-04,Egg Tray,Dairy,18,20,81.95
2026-04-19,CDO-04,Coffee Sachets,Beverage,166,80,176.63
2026-04-19,CDO-04,Soft Drinks 1.5L,Beverage,45,55,33.84
2026-04-19,CDO-04,Instant Coffee 3-in-1,Beverage,111,70,88.5
2026-04-19,CDO-04,Cup Noodles,Dry Goods,141,65,181.5
2026-04-19,CDO-04,Sandwich Bread,Bakery,63,30,178.58
2026-04-19,CDO-05,Bread Loaf 300g,Bakery,34,40,68.98
2026-04-19,CDO-05,Fresh Milk 1L,Dairy,58,35,81.43
2026-04-19,CDO-05,Instant Noodles,Dry Goods,68,60,62.37
2026-04-19,CDO-05,Bottled Water 500ml,Beverage,61,50,50.84
2026-04-19,CDO-05,Canned Goods Mix,Dry Goods,60,45,205.8
2026-04-19,CDO-05,Rice 5kg,Dry Goods,41,25,37.1
2026-04-19,CDO-05,Egg Tray,Dairy,29,20,132.41
2026-04-19,CDO-05,Coffee Sachets,Beverage,61,80,150.0
2026-04-19,CDO-05,Soft Drinks 1.5L,Beverage,72,55,143.24
2026-04-19,CDO-05,Instant Coffee 3-in-1,Beverage,28,70,95.62
2026-04-19,CDO-05,Cup Noodles,Dry Goods,108,65,29.32
2026-04-19,CDO-05,Sandwich Bread,Bakery,53,30,9.1
2026-04-19,CDO-06,Bread Loaf 300g,Bakery,54,40,204.97
2026-04-19,CDO-06,Fresh Milk 1L,Dairy,38,35,206.23
2026-04-19,CDO-06,Instant Noodles,Dry Goods,118,60,109.22
2026-04-19,CDO-06,Bottled Water 500ml,Beverage,34,50,212.35
2026-04-19,CDO-06,Canned Goods Mix,Dry Goods,41,45,144.93
2026-04-19,CDO-06,Rice 5kg,Dry Goods,51,25,26.97
2026-04-19,CDO-06,Egg Tray,Dairy,28,20,121.45
2026-04-19,CDO-06,Coffee Sachets,Beverage,134,80,206.57
2026-04-19,CDO-06,Soft Drinks 1.5L,Beverage,112,55,45.11
2026-04-19,CDO-06,Instant Coffee 3-in-1,Beverage,138,70,45.27
2026-04-19,CDO-06,Cup Noodles,Dry Goods,133,65,219.4
2026-04-19,CDO-06,Sandwich Bread,Bakery,32,30,113.02
2026-04-22,CDO-01,Bread Loaf 300g,Bakery,83,40,211.97
2026-04-22,CDO-01,Fresh Milk 1L,Dairy,72,35,193.87
2026-04-22,CDO-01,Instant Noodles,Dry Goods,19,60,128.41
2026-04-22,CDO-01,Bottled Water 500ml,Beverage,25,50,216.39
2026-04-22,CDO-01,Canned Goods Mix,Dry Goods,38,45,217.69
2026-04-22,CDO-01,Rice 5kg,Dry Goods,33,25,112.71
2026-04-22,CDO-01,Egg Tray,Dairy,42,20,188.42
2026-04-22,CDO-01,Coffee Sachets,Beverage,95,80,48.88
2026-04-22,CDO-01,Soft Drinks 1.5L,Beverage,28,55,42.45
2026-04-22,CDO-01,Instant Coffee 3-in-1,Beverage,82,70,62.54
2026-04-22,CDO-01,Cup Noodles,Dry Goods,42,65,164.16
2026-04-22,CDO-01,Sandwich Bread,Bakery,54,30,128.37
2026-04-22,CDO-02,Bread Loaf 300g,Bakery,70,40,45.2
2026-04-22,CDO-02,Fresh Milk 1L,Dairy,67,35,198.17
2026-04-22,CDO-02,Instant Noodles,Dry Goods,112,60,117.24
2026-04-22,CDO-02,Bottled Water 500ml,Beverage,23,50,149.88
2026-04-22,CDO-02,Canned Goods Mix,Dry Goods,29,45,37.81
2026-04-22,CDO-02,Rice 5kg,Dry Goods,23,25,60.59
2026-04-22,CDO-02,Egg Tray,Dairy,16,20,57.93
2026-04-22,CDO-02,Coffee Sachets,Beverage,139,80,210.26
2026-04-22,CDO-02,Soft Drinks 1.5L,Beverage,48,55,161.25
2026-04-22,CDO-02,Instant Coffee 3-in-1,Beverage,23,70,146.58
2026-04-22,CDO-02,Cup Noodles,Dry Goods,105,65,21.17
2026-04-22,CDO-02,Sandwich Bread,Bakery,16,30,73.04
2026-04-22,CDO-03,Bread Loaf 300g,Bakery,43,40,114.53
2026-04-22,CDO-03,Fresh Milk 1L,Dairy,70,35,157.15
2026-04-22,CDO-03,Instant Noodles,Dry Goods,53,60,32.89
2026-04-22,CDO-03,Bottled Water 500ml,Beverage,102,50,70.55
2026-04-22,CDO-03,Canned Goods Mix,Dry Goods,66,45,54.46
2026-04-22,CDO-03,Rice 5kg,Dry Goods,14,25,40.48
2026-04-22,CDO-03,Egg Tray,Dairy,34,20,136.42
2026-04-22,CDO-03,Coffee Sachets,Beverage,87,80,124.44
2026-04-22,CDO-03,Soft Drinks 1.5L,Beverage,66,55,121.95
2026-04-22,CDO-03,Instant Coffee 3-in-1,Beverage,109,70,54.3
2026-04-22,CDO-03,Cup Noodles,Dry Goods,50,65,168.0
2026-04-22,CDO-03,Sandwich Bread,Bakery,59,30,25.36
2026-04-22,CDO-04,Bread Loaf 300g,Bakery,46,40,157.2
2026-04-22,CDO-04,Fresh Milk 1L,Dairy,16,35,127.6
2026-04-22,CDO-04,Instant Noodles,Dry Goods,25,60,124.1
2026-04-22,CDO-04,Bottled Water 500ml,Beverage,63,50,129.41
2026-04-22,CDO-04,Canned Goods Mix,Dry Goods,26,45,77.56
2026-04-22,CDO-04,Rice 5kg,Dry Goods,32,25,32.64
2026-04-22,CDO-04,Egg Tray,Dairy,14,20,131.63
2026-04-22,CDO-04,Coffee Sachets,Beverage,38,80,116.2
2026-04-22,CDO-04,Soft Drinks 1.5L,Beverage,101,55,104.13
2026-04-22,CDO-04,Instant Coffee 3-in-1,Beverage,89,70,104.84
2026-04-22,CDO-04,Cup Noodles,Dry Goods,27,65,106.02
2026-04-22,CDO-04,Sandwich Bread,Bakery,55,30,161.34
2026-04-22,CDO-05,Bread Loaf 300g,Bakery,42,40,181.09
2026-04-22,CDO-05,Fresh Milk 1L,Dairy,60,35,130.6
2026-04-22,CDO-05,Instant Noodles,Dry Goods,23,60,81.04
2026-04-22,CDO-05,Bottled Water 500ml,Beverage,21,50,218.75
2026-04-22,CDO-05,Canned Goods Mix,Dry Goods,93,45,22.63
2026-04-22,CDO-05,Rice 5kg,Dry Goods,52,25,14.73
2026-04-22,CDO-05,Egg Tray,Dairy,22,20,171.02
2026-04-22,CDO-05,Coffee Sachets,Beverage,140,80,215.41
2026-04-22,CDO-05,Soft Drinks 1.5L,Beverage,84,55,97.12
2026-04-22,CDO-05,Instant Coffee 3-in-1,Beverage,153,70,89.09
2026-04-22,CDO-05,Cup Noodles,Dry Goods,127,65,200.23
2026-04-22,CDO-05,Sandwich Bread,Bakery,30,30,152.74
2026-04-22,CDO-06,Bread Loaf 300g,Bakery,62,40,122.33
2026-04-22,CDO-06,Fresh Milk 1L,Dairy,54,35,81.73
2026-04-22,CDO-06,Instant Noodles,Dry Goods,38,60,121.9
2026-04-22,CDO-06,Bottled Water 500ml,Beverage,65,50,162.31
2026-04-22,CDO-06,Canned Goods Mix,Dry Goods,33,45,8.74
2026-04-22,CDO-06,Rice 5kg,Dry Goods,9,25,71.25
2026-04-22,CDO-06,Egg Tray,Dairy,32,20,123.42
2026-04-22,CDO-06,Coffee Sachets,Beverage,105,80,182.55
2026-04-22,CDO-06,Soft Drinks 1.5L,Beverage,42,55,81.39
2026-04-22,CDO-06,Instant Coffee 3-in-1,Beverage,58,70,206.73
2026-04-22,CDO-06,Cup Noodles,Dry Goods,109,65,31.92
2026-04-22,CDO-06,Sandwich Bread,Bakery,55,30,96.88
2026-04-25,CDO-01,Bread Loaf 300g,Bakery,70,40,195.36
2026-04-25,CDO-01,Fresh Milk 1L,Dairy,12,35,51.69
2026-04-25,CDO-01,Instant Noodles,Dry Goods,30,60,15.12
2026-04-25,CDO-01,Bottled Water 500ml,Beverage,72,50,157.1
2026-04-25,CDO-01,Canned Goods Mix,Dry Goods,18,45,164.99
2026-04-25,CDO-01,Rice 5kg,Dry Goods,27,25,57.68
2026-04-25,CDO-01,Egg Tray,Dairy,14,20,191.11
2026-04-25,CDO-01,Coffee Sachets,Beverage,33,80,114.83
2026-04-25,CDO-01,Soft Drinks 1.5L,Beverage,47,55,180.95
2026-04-25,CDO-01,Instant Coffee 3-in-1,Beverage,118,70,75.61
2026-04-25,CDO-01,Cup Noodles,Dry Goods,93,65,150.58
2026-04-25,CDO-01,Sandwich Bread,Bakery,27,30,71.97
2026-04-25,CDO-02,Bread Loaf 300g,Bakery,23,40,147.97
2026-04-25,CDO-02,Fresh Milk 1L,Dairy,25,35,71.71
2026-04-25,CDO-02,Instant Noodles,Dry Goods,25,60,209.09
2026-04-25,CDO-02,Bottled Water 500ml,Beverage,99,50,201.25
2026-04-25,CDO-02,Canned Goods Mix,Dry Goods,67,45,98.57
2026-04-25,CDO-02,Rice 5kg,Dry Goods,31,25,214.13
2026-04-25,CDO-02,Egg Tray,Dairy,42,20,150.32
2026-04-25,CDO-02,Coffee Sachets,Beverage,143,80,75.57
2026-04-25,CDO-02,Soft Drinks 1.5L,Beverage,60,55,39.63
2026-04-25,CDO-02,Instant Coffee 3-in-1,Beverage,71,70,167.94
2026-04-25,CDO-02,Cup Noodles,Dry Goods,78,65,188.06
2026-04-25,CDO-02,Sandwich Bread,Bakery,26,30,158.01
2026-04-25,CDO-03,Bread Loaf 300g,Bakery,73,40,201.93
2026-04-25,CDO-03,Fresh Milk 1L,Dairy,48,35,213.17
2026-04-25,CDO-03,Instant Noodles,Dry Goods,82,60,36.43
2026-04-25,CDO-03,Bottled Water 500ml,Beverage,38,50,51.11
2026-04-25,CDO-03,Canned Goods Mix,Dry Goods,69,45,203.51
2026-04-25,CDO-03,Rice 5kg,Dry Goods,48,25,27.6
2026-04-25,CDO-03,Egg Tray,Dairy,34,20,48.38
2026-04-25,CDO-03,Coffee Sachets,Beverage,65,80,150.82
2026-04-25,CDO-03,Soft Drinks 1.5L,Beverage,80,55,193.21
2026-04-25,CDO-03,Instant Coffee 3-in-1,Beverage,46,70,169.48
2026-04-25,CDO-03,Cup Noodles,Dry Goods,109,65,126.48
2026-04-25,CDO-03,Sandwich Bread,Bakery,36,30,192.33
2026-04-25,CDO-04,Bread Loaf 300g,Bakery,37,40,210.89
2026-04-25,CDO-04,Fresh Milk 1L,Dairy,12,35,206.68
2026-04-25,CDO-04,Instant Noodles,Dry Goods,128,60,32.87
2026-04-25,CDO-04,Bottled Water 500ml,Beverage,110,50,109.53
2026-04-25,CDO-04,Canned Goods Mix,Dry Goods,34,45,136.13
2026-04-25,CDO-04,Rice 5kg,Dry Goods,17,25,202.01
2026-04-25,CDO-04,Egg Tray,Dairy,27,20,172.41
2026-04-25,CDO-04,Coffee Sachets,Beverage,82,80,121.13
2026-04-25,CDO-04,Soft Drinks 1.5L,Beverage,54,55,63.45
2026-04-25,CDO-04,Instant Coffee 3-in-1,Beverage,89,70,113.42
2026-04-25,CDO-04,Cup Noodles,Dry Goods,32,65,216.04
2026-04-25,CDO-04,Sandwich Bread,Bakery,36,30,186.02
2026-04-25,CDO-05,Bread Loaf 300g,Bakery,81,40,86.59
2026-04-25,CDO-05,Fresh Milk 1L,Dairy,38,35,127.26
2026-04-25,CDO-05,Instant Noodles,Dry Goods,43,60,38.94
2026-04-25,CDO-05,Bottled Water 500ml,Beverage,40,50,206.17
2026-04-25,CDO-05,Canned Goods Mix,Dry Goods,63,45,96.53
2026-04-25,CDO-05,Rice 5kg,Dry Goods,15,25,77.93
2026-04-25,CDO-05,Egg Tray,Dairy,20,20,184.67
2026-04-25,CDO-05,Coffee Sachets,Beverage,100,80,146.78
2026-04-25,CDO-05,Soft Drinks 1.5L,Beverage,88,55,62.55
2026-04-25,CDO-05,Instant Coffee 3-in-1,Beverage,130,70,212.9
2026-04-25,CDO-05,Cup Noodles,Dry Goods,99,65,112.01
2026-04-25,CDO-05,Sandwich Bread,Bakery,19,30,176.53
2026-04-25,CDO-06,Bread Loaf 300g,Bakery,25,40,160.71
2026-04-25,CDO-06,Fresh Milk 1L,Dairy,43,35,202.38
2026-04-25,CDO-06,Instant Noodles,Dry Goods,80,60,144.06
2026-04-25,CDO-06,Bottled Water 500ml,Beverage,21,50,15.17
2026-04-25,CDO-06,Canned Goods Mix,Dry Goods,86,45,208.38
2026-04-25,CDO-06,Rice 5kg,Dry Goods,39,25,170.04
2026-04-25,CDO-06,Egg Tray,Dairy,22,20,186.62
2026-04-25,CDO-06,Coffee Sachets,Beverage,59,80,157.92
2026-04-25,CDO-06,Soft Drinks 1.5L,Beverage,17,55,115.22
2026-04-25,CDO-06,Instant Coffee 3-in-1,Beverage,71,70,138.98
2026-04-25,CDO-06,Cup Noodles,Dry Goods,102,65,138.7
2026-04-25,CDO-06,Sandwich Bread,Bakery,37,30,111.43
2026-04-28,CDO-01,Bread Loaf 300g,Bakery,13,40,124.95
2026-04-28,CDO-01,Fresh Milk 1L,Dairy,11,35,120.24
2026-04-28,CDO-01,Instant Noodles,Dry Goods,49,60,215.23
2026-04-28,CDO-01,Bottled Water 500ml,Beverage,17,50,180.39
2026-04-28,CDO-01,Canned Goods Mix,Dry Goods,71,45,178.91
2026-04-28,CDO-01,Rice 5kg,Dry Goods,51,25,30.69
2026-04-28,CDO-01,Egg Tray,Dairy,10,20,39.57
2026-04-28,CDO-01,Coffee Sachets,Beverage,53,80,119.61
2026-04-28,CDO-01,Soft Drinks 1.5L,Beverage,102,55,64.67
2026-04-28,CDO-01,Instant Coffee 3-in-1,Beverage,74,70,87.09
2026-04-28,CDO-01,Cup Noodles,Dry Goods,70,65,127.78
2026-04-28,CDO-01,Sandwich Bread,Bakery,65,30,55.88
2026-04-28,CDO-02,Bread Loaf 300g,Bakery,64,40,187.75
2026-04-28,CDO-02,Fresh Milk 1L,Dairy,54,35,189.94
2026-04-28,CDO-02,Instant Noodles,Dry Goods,105,60,27.82
2026-04-28,CDO-02,Bottled Water 500ml,Beverage,51,50,125.17
2026-04-28,CDO-02,Canned Goods Mix,Dry Goods,18,45,10.0
2026-04-28,CDO-02,Rice 5kg,Dry Goods,16,25,113.97
2026-04-28,CDO-02,Egg Tray,Dairy,22,20,174.29
2026-04-28,CDO-02,Coffee Sachets,Beverage,110,80,189.89
2026-04-28,CDO-02,Soft Drinks 1.5L,Beverage,26,55,119.97
2026-04-28,CDO-02,Instant Coffee 3-in-1,Beverage,27,70,52.82
2026-04-28,CDO-02,Cup Noodles,Dry Goods,127,65,196.16
2026-04-28,CDO-02,Sandwich Bread,Bakery,36,30,17.87
2026-04-28,CDO-03,Bread Loaf 300g,Bakery,18,40,204.22
2026-04-28,CDO-03,Fresh Milk 1L,Dairy,70,35,127.46
2026-04-28,CDO-03,Instant Noodles,Dry Goods,22,60,204.9
2026-04-28,CDO-03,Bottled Water 500ml,Beverage,45,50,211.83
2026-04-28,CDO-03,Canned Goods Mix,Dry Goods,64,45,167.48
2026-04-28,CDO-03,Rice 5kg,Dry Goods,41,25,92.44
2026-04-28,CDO-03,Egg Tray,Dairy,9,20,42.44
2026-04-28,CDO-03,Coffee Sachets,Beverage,61,80,184.95
2026-04-28,CDO-03,Soft Drinks 1.5L,Beverage,57,55,198.06
2026-04-28,CDO-03,Instant Coffee 3-in-1,Beverage,65,70,168.19
2026-04-28,CDO-03,Cup Noodles,Dry Goods,37,65,217.56
2026-04-28,CDO-03,Sandwich Bread,Bakery,50,30,114.17
2026-04-28,CDO-04,Bread Loaf 300g,Bakery,86,40,19.38
2026-04-28,CDO-04,Fresh Milk 1L,Dairy,40,35,185.8
2026-04-28,CDO-04,Instant Noodles,Dry Goods,57,60,171.03
2026-04-28,CDO-04,Bottled Water 500ml,Beverage,106,50,92.1
2026-04-28,CDO-04,Canned Goods Mix,Dry Goods,80,45,14.28
2026-04-28,CDO-04,Rice 5kg,Dry Goods,20,25,218.43
2026-04-28,CDO-04,Egg Tray,Dairy,25,20,83.43
2026-04-28,CDO-04,Coffee Sachets,Beverage,167,80,99.55
2026-04-28,CDO-04,Soft Drinks 1.5L,Beverage,88,55,148.06
2026-04-28,CDO-04,Instant Coffee 3-in-1,Beverage,32,70,139.15
2026-04-28,CDO-04,Cup Noodles,Dry Goods,118,65,159.18
2026-04-28,CDO-04,Sandwich Bread,Bakery,14,30,40.69
2026-04-28,CDO-05,Bread Loaf 300g,Bakery,66,40,142.39
2026-04-28,CDO-05,Fresh Milk 1L,Dairy,60,35,75.14
2026-04-28,CDO-05,Instant Noodles,Dry Goods,30,60,9.1
2026-04-28,CDO-05,Bottled Water 500ml,Beverage,44,50,84.3
2026-04-28,CDO-05,Canned Goods Mix,Dry Goods,37,45,36.09
2026-04-28,CDO-05,Rice 5kg,Dry Goods,16,25,103.15
2026-04-28,CDO-05,Egg Tray,Dairy,27,20,94.51
2026-04-28,CDO-05,Coffee Sachets,Beverage,28,80,83.03
2026-04-28,CDO-05,Soft Drinks 1.5L,Beverage,26,55,134.79
2026-04-28,CDO-05,Instant Coffee 3-in-1,Beverage,64,70,89.67
2026-04-28,CDO-05,Cup Noodles,Dry Goods,56,65,90.21
2026-04-28,CDO-05,Sandwich Bread,Bakery,14,30,199.04
2026-04-28,CDO-06,Bread Loaf 300g,Bakery,81,40,215.37
2026-04-28,CDO-06,Fresh Milk 1L,Dairy,49,35,43.95
2026-04-28,CDO-06,Instant Noodles,Dry Goods,61,60,37.43
2026-04-28,CDO-06,Bottled Water 500ml,Beverage,44,50,112.54
2026-04-28,CDO-06,Canned Goods Mix,Dry Goods,19,45,100.15
2026-04-28,CDO-06,Rice 5kg,Dry Goods,28,25,110.66
2026-04-28,CDO-06,Egg Tray,Dairy,9,20,61.36
2026-04-28,CDO-06,Coffee Sachets,Beverage,61,80,140.51
2026-04-28,CDO-06,Soft Drinks 1.5L,Beverage,79,55,49.46
2026-04-28,CDO-06,Instant Coffee 3-in-1,Beverage,35,70,72.59
2026-04-28,CDO-06,Cup Noodles,Dry Goods,137,65,78.43
2026-04-28,CDO-06,Sandwich Bread,Bakery,44,30,178.46
2026-05-01,CDO-01,Bread Loaf 300g,Bakery,37,40,78.96
2026-05-01,CDO-01,Fresh Milk 1L,Dairy,65,35,190.22
2026-05-01,CDO-01,Instant Noodles,Dry Goods,129,60,36.86
2026-05-01,CDO-01,Bottled Water 500ml,Beverage,45,50,208.82
2026-05-01,CDO-01,Canned Goods Mix,Dry Goods,31,45,74.61
2026-05-01,CDO-01,Rice 5kg,Dry Goods,53,25,213.37
2026-05-01,CDO-01,Egg Tray,Dairy,17,20,155.33
2026-05-01,CDO-01,Coffee Sachets,Beverage,99,80,130.09
2026-05-01,CDO-01,Soft Drinks 1.5L,Beverage,42,55,87.72
2026-05-01,CDO-01,Instant Coffee 3-in-1,Beverage,130,70,91.3
2026-05-01,CDO-01,Cup Noodles,Dry Goods,34,65,127.54
2026-05-01,CDO-01,Sandwich Bread,Bakery,43,30,123.67
2026-05-01,CDO-02,Bread Loaf 300g,Bakery,64,40,124.62
2026-05-01,CDO-02,Fresh Milk 1L,Dairy,74,35,105.86
2026-05-01,CDO-02,Instant Noodles,Dry Goods,99,60,100.95
2026-05-01,CDO-02,Bottled Water 500ml,Beverage,43,50,154.88
2026-05-01,CDO-02,Canned Goods Mix,Dry Goods,84,45,176.68
2026-05-01,CDO-02,Rice 5kg,Dry Goods,27,25,113.85
2026-05-01,CDO-02,Egg Tray,Dairy,30,20,59.31
2026-05-01,CDO-02,Coffee Sachets,Beverage,124,80,159.63
2026-05-01,CDO-02,Soft Drinks 1.5L,Beverage,99,55,23.68
2026-05-01,CDO-02,Instant Coffee 3-in-1,Beverage,153,70,109.6
2026-05-01,CDO-02,Cup Noodles,Dry Goods,69,65,115.4
2026-05-01,CDO-02,Sandwich Bread,Bakery,61,30,154.64
2026-05-01,CDO-03,Bread Loaf 300g,Bakery,53,40,175.63
2026-05-01,CDO-03,Fresh Milk 1L,Dairy,34,35,197.85
2026-05-01,CDO-03,Instant Noodles,Dry Goods,79,60,143.29
2026-05-01,CDO-03,Bottled Water 500ml,Beverage,23,50,171.02
2026-05-01,CDO-03,Canned Goods Mix,Dry Goods,70,45,83.26
2026-05-01,CDO-03,Rice 5kg,Dry Goods,38,25,17.39
2026-05-01,CDO-03,Egg Tray,Dairy,43,20,151.62
2026-05-01,CDO-03,Coffee Sachets,Beverage,85,80,167.57
2026-05-01,CDO-03,Soft Drinks 1.5L,Beverage,117,55,99.26
2026-05-01,CDO-03,Instant Coffee 3-in-1,Beverage,22,70,62.85
2026-05-01,CDO-03,Cup Noodles,Dry Goods,83,65,117.99
2026-05-01,CDO-03,Sandwich Bread,Bakery,42,30,129.95
2026-05-01,CDO-04,Bread Loaf 300g,Bakery,46,40,90.92
2026-05-01,CDO-04,Fresh Milk 1L,Dairy,62,35,132.78
2026-05-01,CDO-04,Instant Noodles,Dry Goods,75,60,81.13
2026-05-01,CDO-04,Bottled Water 500ml,Beverage,17,50,30.16
2026-05-01,CDO-04,Canned Goods Mix,Dry Goods,49,45,211.89
